id,name,description,context,version,provider,status,production_endpoint,enable_CORS,accessControlAllowHeaders,accessControlAllowMethods,authType,application_name,isDefaultVersion,intial_Duration,maxDuration,Timeout_Duration
eb0ce975-8e20-4d44-81d9-2cfd994ceda1,CalPOS-CalculateCancelPaidUp,null,/CalPOS/calculate/calculateCancel/paidUp,1.0,admin,PUBLISHED,null,false,,,,,false,,,
ef0fba02-a04f-4007-acb7-1f8d95d8e8fa,CalPOS-CalculateCancelSurender,null,/CalPOS/calculate/calculateCancel/surender,1.0,admin,PUBLISHED,null,false,,,,,false,,,
4e400b5b-8ce6-4d63-96f9-2c9c5a3648f2,CalPOS-CalculateLoanExtendLoan,null,/CalPOS/calculate/calculateLoan/extendLoan,1.0,admin,PUBLISHED,null,false,,,,,false,,,
5ce792a5-ae7a-4464-a612-2983de871542,CalPOS-CalculateLoanRequestLoan,null,/CalPOS/calculate/calculateLoan/requestLoan,1.0,admin,PUBLISHED,null,false,,,,,false,,,
c9fd031c-cd52-4302-91c2-b081ce6bcc82,CalPOS-CalculateLoanReturnLoan,null,/CalPOS/calculate/calculateLoan/returnLoan,1.0,admin,PUBLISHED,null,false,,,,,false,,,
ae49aad3-aa77-4451-84c2-6ff5fe4b1235,CancelConsentODD,null,/CancelConsentODD/rest/service,1.0,admin,PUBLISHED,null,false,,,,,false,,,
8c978639-0b88-4d5e-b169-3381a151ff5d,CancelIllustration,ยกเลิกใบเสนอขาย,/unwforsalestool/illustration/cancel,1.0,admin,PUBLISHED,null,false,,,,,false,,,
060c4e77-c23f-47ea-9835-4b828cf5cb16,CDC-CustomerInquiry,find customer by citizenId,/interfaceCDC/rest/inquiry/customer/citizenId,1.0,admin,PUBLISHED,null,false,,,,,false,,,
f45aeeef-363f-427f-8314-4de2010f3e75,certfamily,ดึงข้อมูล family ของ แบบประกัน consumer finance,/certfamily/members,1.0,admin,PUBLISHED,null,false,,,,,false,,,
aaefce7f-6093-4e32-8e2d-026229e8bb55,ChaiwatRestTest,test restful api,/ChaiwatRestWS/ws/rest/request/agent,1.0,admin,PUBLISHED,null,false,,,,DefaultApplication  ,false,,,
4ef8450f-0e5e-4753-a9f0-adae889f22e2,ChaiwatRestWS-agent,null,/ChaiwatRestWS/agent,1.0,admin,PUBLISHED,null,false,,,, ,false,,,
cb859d60-9062-47cc-9d91-09d338d2d72b,CheckConditionPreUnderwrite,null,/TLPROMPT/CheckConditionPreWS,1.0,admin,PUBLISHED,null,false,,,,,false,,,
160a9630-7363-4df1-a1f6-e12cf10e4d38,checkCustomerAvailability,checkCustomerAvailability,/ohaCustomer/check-customer-availability,1.0,admin,PUBLISHED,null,false,,,, ,false,,,
abedcf5f-c669-4f6b-b778-6fe222d092fb,CheckPDPAPaymentChannel,null,/CheckPDPAPaymentChannel/rest/service,1.0,admin,PUBLISHED,null,false,,,,,false,,,
c59d8f34-431a-400d-80a0-60de15552354,CheckRegistrationResult,null,/CheckRegistrationResult/rest/service,1.0,admin,PUBLISHED,null,false,,,,,false,,,
57c57768-a202-4588-8d59-082ccb0fd9cc,CheckSelectedAgentService,null,/CheckSelectedAgent/rest/service,1.0,admin,PUBLISHED,null,false,,,,,false,,,
2a2227bb-a91a-4be7-b8e6-ce5c7b05a344,CheckStatusAccountCSA,null,/CsaService/rest/csa/checkStatusAccountCsa,1.0,admin,PUBLISHED,null,false,,,, ,false,,,
1819e249-f0a9-4d3b-8de2-8aab01c9a85c,CheckTempRpNoWS,ขอเลขที่ใบเสร็จรับเงินชั่วคราว,/TLPROMPT/CheckTempRpNoWS,1.0,admin,PUBLISHED,null,false,,,,,false,,,
7f2c5519-a29b-406f-8581-5dcb32cf7b96,CIMBQuotationWs,null,/CIMBQuotationWs,1.0,admin,PUBLISHED,null,false,,,,,false,,,
679329f3-6e48-4877-b05e-0404d7071223,ClaimEcommerceService,null,/ClaimEcommerceService,1.0,admin,PUBLISHED,null,false,,,,ClaimEcommerce ,false,,,
efbc33a7-c0b7-4aca-afb8-56bda7aeb501,ClaimPDPAService,null,/ClaimPDPAService,1.0,admin,PUBLISHED,null,false,,,,ClaimPDPA ,false,,,
31db6f56-46f9-4cc2-922d-4d367c17a3c1,ClaimService,null,/ClaimService,1.0,admin,PUBLISHED,null,false,,,,Claim-Application ,false,,,
cd1ca0c5-fba2-42e3-b5af-5aeb5aed9e21,ClaimTLAfterPlusService,null,/ClaimTLAfterPlusService,1.0,admin,PUBLISHED,null,false,,,,CSVApplication ClaimSuperApp DefaultApplication ,false,,,
3cbf6f4a-5970-470f-b766-84d2c22cc868,ClaimWarehouseService,null,/ClaimWarehouseService,1.0,admin,PUBLISHED,null,false,,,,ClaimWarehouse ,false,,,
1c111ddb-b093-4ac5-87cf-5ca8a3014b50,CleansingCDC-02,CleansingCD-02,/CleansingCustomerDataService/CleansingCDCbyRequest,1.0,admin,PUBLISHED,null,false,,,,,false,,,
344309f2-6df2-4a83-b83b-ef805683ce02,CommonRefundWs,null,/CommonRefundWs,1.0,admin,PUBLISHED,null,false,,,,CIMB-Application  ,false,,,
e40b2305-665c-4e94-90a9-e51b5265eec2,CompensationWS,null,/CompensationWS,1.0,admin,PUBLISHED,null,false,,,,,false,,,
e455aa2b-43fe-4c0e-851c-d297f76e41ae,ConfirmTrackPayment,null,/interfaceBCP/rest/service/confirmtrackpayment,1.0,admin,PROTOTYPED,null,false,,,,,false,,,
3a312a50-1ec1-4b20-845e-b4401dbc0433,Consent-insert,null,/ConsentWs/rest/consent/insert,1.0,admin,PUBLISHED,null,false,,,,Consent ,false,,,
5ffffeaf-2586-4e41-9d8f-162e9c676d06,Consent-Search,null,/ConsentWs/rest/consent/search,1.0,admin,PUBLISHED,null,false,,,,Consent ,false,,,
db3ebf25-500d-4b0e-a9d4-7cc2aa2380f5,CoreCalPremiumDDCX,คำนวณเบี้ยแบบประกัน อิงตาม api ecommerce,/CoreCalPremiumDDCX/rest/core_api1/ws/getEcpremiumcal,1.0,admin,PUBLISHED,null,false,,,,CoreDDCX ,false,,,
306a8d26-cfaa-432d-8ca5-a48364d36563,CoreCheckBMIRestWS,null,/CoreCheckBMIRestWS/rest/checkbmi/accept,1.0,admin,PUBLISHED,null,false,,,,,false,,,
ac63898e-10cb-4560-be63-5f0146ae6075,CoreCheckCapitalOneMillionWS,เช็คทุน 1 ล้านต่อคน แบบประกันธนทวี 8 3/2,/CheckPremiumProplusWS/rest/api/v1/ws/checkCapitalOneMillion,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS   ,false,,,
af98e307-705a-48aa-aa55-0bd91a220a0f,CoreCheckCIMultiPayWS,null,/CoreCheckCIMultiPayWS/rest/cimultipay/checksum,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
20b24d3f-6290-448c-ba67-414ffa297b66,CoreCheckConditionPlan,TL Check Check ColditionPlan ( ตรวจสอบแบประกัน),/CoreCheckConditionPlanWS/rest/conditionPlanService/check,1.0,admin,PUBLISHED,null,false,,,,CoreDDCX ,false,,,
5c9e0955-26b4-444f-9575-11cd817d9e3e,CoreCheckMibMicDDCX,ตรวจสอบ MIB คือเช็ค blacklist MIC คือเช็คการก่อการร้าย Core support DDCX,/CoreCheckMibMicDDCX/rest/core_api1/ws/getEcCheckMibMic,1.0,admin,PUBLISHED,null,false,,,,CoreDDCX ,false,,,
67560b85-1ecd-4454-ada7-1fe9372201ae,CoreCheckMicMibEc,null,/TLCheckBAFIWS/rest/checkInsuredService/bafi,1.0,admin,PUBLISHED,null,false,,,,,false,,,
f5e42e14-7187-433a-adbe-5c8209444e06,CoreCheckOPDWS,ค้นหากรมธรรม์ด้วยเลขบัตรประชาชน มาเช็คแนบท้าย OPD ,/CoreCheckOPDWS/rest/checkopd/haveopd,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
147047ff-d413-4d68-9445-8cba4b221ca5,CoreCheckWholeCompanyWS,เช็คเบี้ย 500 ล้านทั้ง บริษัท แบบประกันธนทวี 8 3/2,/CheckPremiumProplusWS/rest/api/v1/ws/checkWholeCompany,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS   ,false,,,
3640ebed-c52c-4a79-9c6b-5431da9cb846,CoreConditionAutoSubmit,เริ่มกระบวนการ Auto Submit (ตรวจสอบ payment / paper / auto submit),/CoreNbAppRestWS/rest/autoSubmit/submit,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
a260551b-8b9a-4958-b135-c6601ae99e26,CoreConditionAutoSubmitEcom04,เริ่มกระบวนการ Auto Submit (ตรวจสอบ ecom04),/CoreNbAppRestWS/rest/autoSubmit/ecom04,1.0,admin,PUBLISHED,null,false,,,,,false,,,
3cf3543d-56a9-42d2-b6be-53d708ed83d2,CoreConditionAutoSubmitNoPaper,เริ่มกระบวนการ Auto Submit (ตรวจสอบ payment / paper / auto submit/Nopaper),/CoreNbAppRestWS/rest/autoSubmit/nopaper,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
a272f20f-0390-487a-ac26-781216aa13b5,CoreDataAccessAddressByAddressId,ค้นหาข้อมูลที่อยู่ด้วย addressid,/CoreDataAccessWS/rest/mstperson/address/addressid,1.0,admin,PUBLISHED,null,false,,,,,false,,,
caaf00dc-4c1a-4369-ab1c-14c2c510aa02,CoreDataAccessAddressPolicyRider,ค้นหาขอมูล rider ของ กรมธรรม์ด้วยเลข policyno,/CoreDataAccessWS/rest/mstpolicy/rider/policyno,1.0,admin,PUBLISHED,null,false,,,,,false,,,
d69ded7e-e741-49bb-88a1-4ae024989379,CoreDataAccessIndMastByPersonId,ค้นหา กธ. จาก table mstpolicy.indmast ด้วย personid,/CoreDataAccessWS/rest/mstpolicy/indmast/personid,1.0,admin,PUBLISHED,null,false,,,,,false,,,
26586ffc-a5a2-4580-ab25-3716964f7b97,CoreDataAccessNameByPersonId,ค้นหา nameid by personid,/CoreDataAccessWS/rest/mstperson/name/personid,1.0,admin,PUBLISHED,null,false,,,,,false,,,
a0f161bb-04d3-44c5-afdf-0f5d9dbe8dde,CoreDataAccessOrdMastByPersonId,ค้นหา กธ. จาก table mstpolicy.ordmast ด้วย personid,/CoreDataAccessWS/rest/mstpolicy/ordmast/personid,1.0,admin,PUBLISHED,null,false,,,,,false,,,
d161d103-c6b6-420a-98a1-6919fee2698f,CoreDataAccessPersonByReferenceid,ค้นหาข้อมูลผู้เอาประกันด้วนเลขบัตร ปชช.,/CoreDataAccessWS/rest/mstperson/person/referenceid,1.0,admin,PUBLISHED,null,false,,,,,false,,,
fca644cb-2a07-4137-9ed5-221d834dc196,CoreDataAccessUnitlinkByPersonId,ค้นหา กธ. จาก table unitlink.unitlink ด้วย personid,/CoreDataAccessWS/rest/unitlinksch/unitlink/personid,1.0,admin,PUBLISHED,null,false,,,,,false,,,
568ff256-0d7c-41bd-b02b-8b07e5d97292,CoreDataAccessUniversallifeByPersonId,ค้นหา กธ. จาก table universal.universallife ด้วย personid,/CoreDataAccessWS/rest/universal/universallife/personid,1.0,admin,PUBLISHED,null,false,,,,,false,,,
6e54c649-fdf6-49ac-aa77-f67a735ed628,CoreDataAccessWhlMastByPersonId,ค้นหา กธ. จาก table mstpolicy.whlmast ด้วย personid,/CoreDataAccessWS/rest/mstpolicy/whlmast/personid,1.0,admin,PUBLISHED,null,false,,,,,false,,,
93ef3601-2df4-4907-b038-4f46b2a165e4,CoreDDCXApplicationRestWS,null,/CoreDDCXRestWS/rest/searchapplication/detail,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS  ,false,,,
a8e4c48c-b687-4b0a-a6a8-d6f1c951578a,CoreDDCXProgressRestWS,null,/CoreDDCXRestWS/rest/searchprogress/detail,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS  ,false,,,
401ec501-6ead-405e-9ab8-f7310602b173,CoredigitalApp,null,/CoredigitalApp/rest/core_api1/ws/coreDigitalApp,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
3f19936f-1349-4ef3-875e-145b57c92c00,CoreEcom:CheckPackageEcommerce,null,/Ecommerces/rest/core_api1/ws/checkPackageEcommerce,1.0,admin,PUBLISHED,null,false,,,,,false,,,
41d44511-2e9e-444e-9ce2-51c8a357b3b3,CoreEcommerces:checkClaim,null,/Ecommerces/rest/core_api1/ws/checkClaim,1.0,admin,PUBLISHED,null,false,,,,,false,,,
b7b433d0-aea9-4840-9bd7-c1d78f5efbf9,CoreEcommerces:checkHandleProduct,null,/Ecommerces/rest/core_api1/ws/checkHandleProduct,1.0,admin,PUBLISHED,null,false,,,, ,false,,,
835a07c3-65d8-422f-876e-98f6b257a911,CoreInformExtraRestWS,null,/CoreInformExtraRestWS/rest/informextra/decision,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
cb7ffb34-ec07-403f-adee-54ca465ef20c,CoreInsertDmnewCasePayment,null,/CalPremiumDDCX/rest/core_api1/ws/insertDmnewCasePayment,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
922c1d89-8637-4eea-baff-dec6e10d7077,CoreInsertYesFile,null,/CalPremiumDDCX/rest/core_api1/ws/insertReadYesFile,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
b3e3d3ab-45b4-4cd6-b930-4d54a9d3302e,CoreNbAppRestWS,รองรับการส่งข้อมูลใบคำขอครบทุก field,/CoreNbAppRestWS/rest/insertNbnewappfield/insert,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
4d364cca-f4f4-4965-b8ec-e6494b41f0dd,CorePDPA:CheckAmlo,null,/CorePDPA/rest/core_api1/ws/checkAmlo,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
d77c690b-fe16-4baa-a40f-08cba292b3ab,CorePDPA:GetMasterDetailHistory,null,/CorePDPA/rest/core_api1/ws/getMasterDetailHistory,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
8b7387c3-bb0d-4b8d-bed4-36c320b882c1,CorePDPA:getPayerByCitizendID,null,/CorePDPA/rest/core_api1/ws/getPayerByCitizendID,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
82567d8d-abb0-4981-8841-2b409c3e1a95,CorePDPA:getPolicyPayer,null,/CorePDPA/rest/core_api1/ws/getPolicyPayer,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
d70e98a8-2e7c-430b-8746-ffcb313b84e1,CorePolicyCheckStatusActive,null,/CorePolicyCheckStatusActive/rest/core_api1/ws/corePolicyCheckStatusActive,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS DefaultApplication ,false,,,
b8deb573-5dc0-4a9b-ac49-724360957216,CoreRefunApprovedRestWS,null,/CoreRefunApprovedRestWS/rest/refund/approve,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
2eac2957-cb71-440a-8c3d-05f569f3062e,CoreRefundRestWS,null,/CoreRefundRestWS/rest/refund/refuse,1.0,admin,PUBLISHED,null,false,,,,CoreRestWS ,false,,,
1ad4000a-5fca-47ac-a04b-537ebce2023b,CoreRefunFreelookRestWS,null,/CoreRefundRestWS/rest/refund/freelook,1.0,admin,PUBLISHED,null,false,,,, ,false,,,
32dacc0b-1524-4026-a5db-1feb64d4b2bf,CSA-ChangeMobileFlag,CSA-22,/CsaService/rest/csa/ChangeMobileFlag,1.0,admin,PUBLISHED,null,false,,,, ,false,,,
51b4e590-43c3-4577-8231-a48919b554e2,CSA-ChangePassword,CSA17,/CsaService/rest/csa/ChangePassword,1.0,admin,PUBLISHED,null,false,,,, ,false,,,
8f947d1f-3951-4286-b3a6-2112e6074e52,CSA-ChangePincode,CSA16,/CsaService/rest/csa/ChangePincode,1.0,admin,PUBLISHED,null,false,,,, ,false,,,
